Year,Volume,Issue,Title,Authors,Cite As,DOI
2021,67,5,CEO Turnover and Accounting Earnings: The Role of Earnings Persistence,"Inho Suk, Seungwon Lee, William Kross","Inho Suk, Seungwon Lee, William Kross (2021) CEO Turnover and Accounting Earnings: The Role of Earnings Persistence. Management Science 67(5):3195-3218",https://doi.org/10.1287/mnsc.2019.3559
2021,67,5,Testing at the Source: Analytics-Enabled Risk-Based Sampling of Food Supply Chains in China,"Cangyu Jin, Retsef Levi, Qiao Liang, Nicholas Renegar, Stacy Springs, Jiehong Zhou, Weihua Zhou","Cangyu Jin, Retsef Levi, Qiao Liang, Nicholas Renegar, Stacy Springs, Jiehong Zhou, Weihua Zhou (2021) Testing at the Source: Analytics-Enabled Risk-Based Sampling of Food Supply Chains in China. Management Science 67(5):2985-2996",https://doi.org/10.1287/mnsc.2020.3839
2021,67,5,Asset Volatility and Capital Structure: Evidence from Corporate Mergers,"Oliver Levine, Youchang Wu","Oliver Levine, Youchang Wu (2021) Asset Volatility and Capital Structure: Evidence from Corporate Mergers. Management Science 67(5):2773-2798",https://doi.org/10.1287/mnsc.2020.3607
2021,67,5,Rotation as Contagion Mitigation,"Jeffrey Ely, Andrea Galeotti, Jakub Steiner","Jeffrey Ely, Andrea Galeotti, Jakub Steiner (2021) Rotation as Contagion Mitigation. Management Science 67(5):3117-3126",https://doi.org/10.1287/mnsc.2020.3910
2021,67,5,Minimax-Optimal Policy Learning Under Unobserved Confounding,"Nathan Kallus, Angela Zhou","Nathan Kallus, Angela Zhou (2021) Minimax-Optimal Policy Learning Under Unobserved Confounding. Management Science 67(5):2870-2890",https://doi.org/10.1287/mnsc.2020.3699
2021,67,5,Joint vs. Separate Crowdsourcing Contests,"Ming Hu, Lu Wang","Ming Hu, Lu Wang (2021) Joint vs. Separate Crowdsourcing Contests. Management Science 67(5):2711-2728",https://doi.org/10.1287/mnsc.2020.3683
2021,67,5,An Axiomatization of the Proportional Rule in Financial Networks,"Péter Csóka, P. Jean-Jacques Herings","Péter Csóka, P. Jean-Jacques Herings (2021) An Axiomatization of the Proportional Rule in Financial Networks. Management Science 67(5):2799-2812",https://doi.org/10.1287/mnsc.2020.3700
2021,67,5,Multiplayer Allocations in the Presence of Diminishing Marginal Contributions: Cooperative Game Analysis and Applications in Management Science,"Mingming Leng, Chunlin Luo, Liping Liang","Mingming Leng, Chunlin Luo, Liping Liang (2021) Multiplayer Allocations in the Presence of Diminishing Marginal Contributions: Cooperative Game Analysis and Applications in Management Science. Management Science 67(5):2891-2903",https://doi.org/10.1287/mnsc.2020.3709
2021,67,5,A Queueing Model and Analysis for Autonomous Vehicles on Highways,"Neda Mirzaeian, Soo-Haeng Cho, Alan Scheller-Wolf","Neda Mirzaeian, Soo-Haeng Cho, Alan Scheller-Wolf (2021) A Queueing Model and Analysis for Autonomous Vehicles on Highways. Management Science 67(5):2904-2923",https://doi.org/10.1287/mnsc.2020.3692
2021,67,5,Strategic Risk Shifting and the Idiosyncratic Volatility Puzzle: An Empirical Investigation,"Zhiyao Chen, Ilya A. Strebulaev, Yuhang Xing, Xiaoyan Zhang","Zhiyao Chen, Ilya A. Strebulaev, Yuhang Xing, Xiaoyan Zhang (2021) Strategic Risk Shifting and the Idiosyncratic Volatility Puzzle: An Empirical Investigation. Management Science 67(5):2751-2772",https://doi.org/10.1287/mnsc.2020.3593
2021,67,5,Predicting with Proxies: Transfer Learning in High Dimension,Hamsa Bastani,Hamsa Bastani (2021) Predicting with Proxies: Transfer Learning in High Dimension. Management Science 67(5):2964-2984,https://doi.org/10.1287/mnsc.2020.3729
2021,67,5,Preference Elicitation for Participatory Budgeting,"Gerdus Benadè, Swaprava Nath, Ariel D. Procaccia, Nisarg Shah","Gerdus Benadè, Swaprava Nath, Ariel D. Procaccia, Nisarg Shah (2021) Preference Elicitation for Participatory Budgeting. Management Science 67(5):2813-2827",https://doi.org/10.1287/mnsc.2020.3666
2021,67,6,Central Counterparty Exposure in Stressed Markets,"Wenqian Huang, Albert J. Menkveld, Shihao Yu","Wenqian Huang, Albert J. Menkveld, Shihao Yu (2021) Central Counterparty Exposure in Stressed Markets. Management Science 67(6):3596-3617",https://doi.org/10.1287/mnsc.2020.3601
2021,67,6,The Double Trigger for Mortgage Default: Evidence from the Fracking Boom,"Chris Cunningham, Kristopher Gerardi, Lily Shen","Chris Cunningham, Kristopher Gerardi, Lily Shen (2021) The Double Trigger for Mortgage Default: Evidence from the Fracking Boom. Management Science 67(6):3943-3964",https://doi.org/10.1287/mnsc.2020.3647
2021,67,6,"Good Days, Bad Days: Stock Market Fluctuation and Taxi Tipping Decisions","Weiqiang Tan, Jian Zhang","Weiqiang Tan, Jian Zhang (2021) Good Days, Bad Days: Stock Market Fluctuation and Taxi Tipping Decisions. Management Science 67(6):3965-3984",https://doi.org/10.1287/mnsc.2019.3557
2021,67,6,Value Loss in Allocation Systems with Provider Guarantees,"Yonatan Gur, Dan Iancu, Xavier Warnes","Yonatan Gur, Dan Iancu, Xavier Warnes (2021) Value Loss in Allocation Systems with Provider Guarantees. Management Science 67(6):3757-3784",https://doi.org/10.1287/mnsc.2020.3656
2021,67,6,Cover-Up of Vehicle Defects: The Role of Regulator Investigation Announcements,"Soo-Haeng Cho, Victor DeMiguel, Woonam Hwang","Soo-Haeng Cho, Victor DeMiguel, Woonam Hwang (2021) Cover-Up of Vehicle Defects: The Role of Regulator Investigation Announcements. Management Science 67(6):3834-3852",https://doi.org/10.1287/mnsc.2020.3672
2021,67,6,Do High-Frequency Traders Anticipate Buying and Selling Pressure?,Nicholas Hirschey,Nicholas Hirschey (2021) Do High-Frequency Traders Anticipate Buying and Selling Pressure?. Management Science 67(6):3321-3345,https://doi.org/10.1287/mnsc.2020.3608
2021,67,6,Separating Information About Cash Flows from Information About Risk in Losses,Bin Li,Bin Li (2021) Separating Information About Cash Flows from Information About Risk in Losses. Management Science 67(6):3570-3595,https://doi.org/10.1287/mnsc.2020.3597
2021,67,6,Assortment Optimization Under Consider-Then-Choose Choice Models,"Ali Aouad, Vivek Farias, Retsef Levi","Ali Aouad, Vivek Farias, Retsef Levi (2021) Assortment Optimization Under Consider-Then-Choose Choice Models. Management Science 67(6):3368-3386",https://doi.org/10.1287/mnsc.2020.3681
2021,67,6,Display Optimization for Vertically Differentiated Locations Under Multinomial Logit Preferences,"Ali Aouad, Danny Segev","Ali Aouad, Danny Segev (2021) Display Optimization for Vertically Differentiated Locations Under Multinomial Logit Preferences. Management Science 67(6):3519-3550",https://doi.org/10.1287/mnsc.2020.3664
2021,67,6,Business Groups and Employment,"Mara Faccio, William J. O’Brien","Mara Faccio, William J. O’Brien (2021) Business Groups and Employment. Management Science 67(6):3468-3491",https://doi.org/10.1287/mnsc.2020.3616
2021,67,6,Demand Modeling in the Presence of Unobserved Lost Sales,"Shivaram Subramanian, Pavithra Harsha","Shivaram Subramanian, Pavithra Harsha (2021) Demand Modeling in the Presence of Unobserved Lost Sales. Management Science 67(6):3803-3833",https://doi.org/10.1287/mnsc.2020.3667
2021,67,6,Learning-Based Robust Optimization: Procedures and Statistical Guarantees,"L. Jeff Hong, Zhiyuan Huang, Henry Lam","L. Jeff Hong, Zhiyuan Huang, Henry Lam (2021) Learning-Based Robust Optimization: Procedures and Statistical Guarantees. Management Science 67(6):3447-3467",https://doi.org/10.1287/mnsc.2020.3640
2021,67,6,Pooled vs. Dedicated Queues when Customers Are Delay-Sensitive,"Nur Sunar, Yichen Tu, Serhan Ziya","Nur Sunar, Yichen Tu, Serhan Ziya (2021) Pooled vs. Dedicated Queues when Customers Are Delay-Sensitive. Management Science 67(6):3785-3802",https://doi.org/10.1287/mnsc.2020.3663
2021,67,6,Disclosure Dynamics and Investor Learning,Frank S. Zhou,Frank S. Zhou (2021) Disclosure Dynamics and Investor Learning. Management Science 67(6):3429-3446,https://doi.org/10.1287/mnsc.2020.3638
2021,67,6,The Unintended Impact of Academic Research on Asset Returns: The Capital Asset Pricing Model Alpha,Alex R. Horenstein,Alex R. Horenstein (2021) The Unintended Impact of Academic Research on Asset Returns: The Capital Asset Pricing Model Alpha. Management Science 67(6):3655-3673,https://doi.org/10.1287/mnsc.2020.3635
2021,67,6,Speed Acquisition,"Shiyang Huang, Bart Zhou Yueshen","Shiyang Huang, Bart Zhou Yueshen (2021) Speed Acquisition. Management Science 67(6):3492-3518",https://doi.org/10.1287/mnsc.2020.3669
2021,67,6,When the Stars Shine Too Bright: The Influence of Multidimensional Ratings on Online Consumer Ratings,"Christoph Schneider, Markus Weinmann, Peter N.C. Mohr, Jan vom Brocke","Christoph Schneider, Markus Weinmann, Peter N.C. Mohr, Jan vom Brocke (2021) When the Stars Shine Too Bright: The Influence of Multidimensional Ratings on Online Consumer Ratings. Management Science 67(6):3871-3898",https://doi.org/10.1287/mnsc.2020.3654
2021,67,6,Asymmetric Returns and the Economic Content of Accruals and Investment,"Luca Del Viva, S. P. Kothari, Neophytos Lambertides, Lenos Trigeorgis","Luca Del Viva, S. P. Kothari, Neophytos Lambertides, Lenos Trigeorgis (2021) Asymmetric Returns and the Economic Content of Accruals and Investment. Management Science 67(6):3921-3942",https://doi.org/10.1287/mnsc.2020.3676
2021,67,6,Vertical Contracts in a Supply Chain and the Bullwhip Effect,"Zhan Qu, Horst Raff","Zhan Qu, Horst Raff (2021) Vertical Contracts in a Supply Chain and the Bullwhip Effect. Management Science 67(6):3744-3756",https://doi.org/10.1287/mnsc.2020.3630
2021,67,6,The Role of Beliefs in Driving Gender Discrimination,"Katherine B. Coffman, Christine L. Exley, Muriel Niederle","Katherine B. Coffman, Christine L. Exley, Muriel Niederle (2021) The Role of Beliefs in Driving Gender Discrimination. Management Science 67(6):3551-3569",https://doi.org/10.1287/mnsc.2020.3660
2021,67,6,Are Inventors or Firms the Engines of Innovation?,"Ajay Bhaskarabhatla, Luis Cabral, Deepak Hegde, Thomas Peeters","Ajay Bhaskarabhatla, Luis Cabral, Deepak Hegde, Thomas Peeters (2021) Are Inventors or Firms the Engines of Innovation?. Management Science 67(6):3899-3920",https://doi.org/10.1287/mnsc.2020.3646
2021,67,6,Undisclosed SEC Investigations,"Terrence Blackburne, John D. Kepler, Phillip J. Quinn, Daniel Taylor","Terrence Blackburne, John D. Kepler, Phillip J. Quinn, Daniel Taylor (2021) Undisclosed SEC Investigations. Management Science 67(6):3403-3418",https://doi.org/10.1287/mnsc.2020.3805
2021,67,6,From Data to Decisions: Distributionally Robust Optimization Is Optimal,"Bart P. G. Van Parys, Peyman Mohajerin Esfahani, Daniel Kuhn","Bart P. G. Van Parys, Peyman Mohajerin Esfahani, Daniel Kuhn (2021) From Data to Decisions: Distributionally Robust Optimization Is Optimal. Management Science 67(6):3387-3402",https://doi.org/10.1287/mnsc.2020.3678
2021,67,6,Board Networks and Corporate Innovation,"Ching-Hung Chang, Qingqing Wu","Ching-Hung Chang, Qingqing Wu (2021) Board Networks and Corporate Innovation. Management Science 67(6):3618-3654",https://doi.org/10.1287/mnsc.2020.3587
2021,67,6,On the Structure of Bottlenecks in Processes,"Milind Dawande, Zhichao Feng, Ganesh Janakiraman","Milind Dawande, Zhichao Feng, Ganesh Janakiraman (2021) On the Structure of Bottlenecks in Processes. Management Science 67(6):3853-3870",https://doi.org/10.1287/mnsc.2020.3704
2021,67,6,Delegation to a Group,"Sebastian Fehrler, Moritz Janas","Sebastian Fehrler, Moritz Janas (2021) Delegation to a Group. Management Science 67(6):3714-3743",https://doi.org/10.1287/mnsc.2020.3665
2021,67,6,Making Marketplaces Safe: Dominant Individual Rationality and Applications to Market Design,"Benjamin N. Roth, Ran I. Shorrer","Benjamin N. Roth, Ran I. Shorrer (2021) Making Marketplaces Safe: Dominant Individual Rationality and Applications to Market Design. Management Science 67(6):3694-3713",https://doi.org/10.1287/mnsc.2020.3643
2021,67,6,Shareholder Litigation and Corporate Innovation,"Chen Lin, Sibo Liu, Gustavo Manso","Chen Lin, Sibo Liu, Gustavo Manso (2021) Shareholder Litigation and Corporate Innovation. Management Science 67(6):3346-3367",https://doi.org/10.1287/mnsc.2020.3626
2021,67,6,Does the Freedom of Information Act Foil the Securities and Exchange Commission’s Intent to Keep Investigations Confidential?,"Braiden Coleman, Kenneth Merkley, Brian Miller, Joseph Pacelli","Braiden Coleman, Kenneth Merkley, Brian Miller, Joseph Pacelli (2021) Does the Freedom of Information Act Foil the Securities and Exchange Commission’s Intent to Keep Investigations Confidential?. Management Science 67(6):3419-3428",https://doi.org/10.1287/mnsc.2020.3625
2021,67,6,"Affine Modeling of Credit Risk, Pricing of Credit Events, and Contagion","Alain Monfort, Fulvio Pegoraro, Jean-Paul Renne, Guillaume Roussellet","Alain Monfort, Fulvio Pegoraro, Jean-Paul Renne, Guillaume Roussellet (2021) Affine Modeling of Credit Risk, Pricing of Credit Events, and Contagion. Management Science 67(6):3674-3693",https://doi.org/10.1287/mnsc.2020.3658
2021,67,7,Monitoring with Limited Information,"Dan Andrei Iancu, Nikolaos Trichakis, Do Young Yoon","Dan Andrei Iancu, Nikolaos Trichakis, Do Young Yoon (2021) Monitoring with Limited Information. Management Science 67(7):4233-4251",https://doi.org/10.1287/mnsc.2020.3736
2021,67,7,Social Influence Undermines the Wisdom of the Crowd in Sequential Decision Making,"Vincenz Frey, Arnout van de Rijt","Vincenz Frey, Arnout van de Rijt (2021) Social Influence Undermines the Wisdom of the Crowd in Sequential Decision Making. Management Science 67(7):4273-4286",https://doi.org/10.1287/mnsc.2020.3713
2021,67,7,Effectiveness of Planning Prompts on Organizations’ Likelihood to File Their Overdue Taxes: A Multi‐Wave Field Experiment,"Nicole Robitaille, Julian House, Nina Mazar","Nicole Robitaille, Julian House, Nina Mazar (2021) Effectiveness of Planning Prompts on Organizations’ Likelihood to File Their Overdue Taxes: A Multi‐Wave Field Experiment. Management Science 67(7):4327-4340",https://doi.org/10.1287/mnsc.2020.3744
2021,67,7,Childcare Matters: Female Business Owners and the Baby-Profit Gap,"Solène Delecourt, Anne Fitzpatrick","Solène Delecourt, Anne Fitzpatrick (2021) Childcare Matters: Female Business Owners and the Baby-Profit Gap. Management Science 67(7):4455-4474",https://doi.org/10.1287/mnsc.2021.3976
2021,67,7,Elaborating or Aggregating? The Joint Effects of Group Decision-Making Structure and Systematic Errors on the Value of Group Interactions,"Steffen Keck, Wenjie Tang","Steffen Keck, Wenjie Tang (2021) Elaborating or Aggregating? The Joint Effects of Group Decision-Making Structure and Systematic Errors on the Value of Group Interactions. Management Science 67(7):4287-4309",https://doi.org/10.1287/mnsc.2020.3688
2021,67,7,Do IPO Firms Misclassify Expenses? Implications for IPO Price Formation and Post-IPO Stock Performance,"Xiaotao (Kelvin) Liu, Biyu Wu","Xiaotao (Kelvin) Liu, Biyu Wu (2021) Do IPO Firms Misclassify Expenses? Implications for IPO Price Formation and Post-IPO Stock Performance. Management Science 67(7):4505-4531",https://doi.org/10.1287/mnsc.2020.3684
2021,67,7,Information Avoidance and Medical Screening: A Field Experiment in China,"Yufeng Li, Juanjuan Meng, Changcheng Song, Kai Zheng","Yufeng Li, Juanjuan Meng, Changcheng Song, Kai Zheng (2021) Information Avoidance and Medical Screening: A Field Experiment in China. Management Science 67(7):4252-4272",https://doi.org/10.1287/mnsc.2020.3723
2021,67,7,Dynamic Pricing of Relocating Resources in Large Networks,"Santiago R. Balseiro, David B. Brown, Chen Chen","Santiago R. Balseiro, David B. Brown, Chen Chen (2021) Dynamic Pricing of Relocating Resources in Large Networks. Management Science 67(7):4075-4094",https://doi.org/10.1287/mnsc.2020.3735
2021,67,7,Demand-Aware Career Path Recommendations: A Reinforcement Learning Approach,"Marios Kokkodis, Panagiotis G. Ipeirotis","Marios Kokkodis, Panagiotis G. Ipeirotis (2021) Demand-Aware Career Path Recommendations: A Reinforcement Learning Approach. Management Science 67(7):4362-4383",https://doi.org/10.1287/mnsc.2020.3727
2021,67,7,Incentives and Emission Responsibility Allocation in Supply Chains,"Sanjith Gopalakrishnan, Daniel Granot, Frieda Granot, Greys Sošić, Hailong Cui","Sanjith Gopalakrishnan, Daniel Granot, Frieda Granot, Greys Sošić, Hailong Cui (2021) Incentives and Emission Responsibility Allocation in Supply Chains. Management Science 67(7):4172-4190",https://doi.org/10.1287/mnsc.2020.3724
2021,67,7,The Price of the Smile and Variance Risk Premia,"Peter H. Gruber, Claudio Tebaldi, Fabio Trojani","Peter H. Gruber, Claudio Tebaldi, Fabio Trojani (2021) The Price of the Smile and Variance Risk Premia. Management Science 67(7):4056-4074",https://doi.org/10.1287/mnsc.2020.3689
2021,67,7,"Information Transparency, Multihoming, and Platform Competition: A Natural Experiment in the Daily Deals Market","Hui Li, Feng Zhu","Hui Li, Feng Zhu (2021) Information Transparency, Multihoming, and Platform Competition: A Natural Experiment in the Daily Deals Market. Management Science 67(7):4384-4407",https://doi.org/10.1287/mnsc.2020.3718
